"id","commodity__sid","commodity__code","commodity__suffix","commodity__description","commodity__validity_start","commodity__validity_end","parent__sid","parent__code","parent__suffix"
287,104389,"0202301087","80","Of bison","2017-09-21","#NA",104386,"0202301087","10"
288,104392,"0202301088","80","Other","2017-09-21","#NA",104386,"0202301087","10"
289,27910,"0202305000","80","Crop, chuck-and-blade and brisket cuts","1972-01-01","#NA",27904,"0202300000","80"
290,104393,"0202305011","10","High quality beef and veal","2017-09-21","#NA",27910,"0202305000","80"
291,104394,"0202305011","80","Of bison","2017-09-21","#NA",104393,"0202305011","10"
292,104395,"0202305015","80","Other","2017-09-21","#NA",104393,"0202305011","10"
293,104396,"0202305081","10","Other","2017-09-21","#NA",27910,"0202305000","80"
294,104397,"0202305081","20","Intended for processing","2017-09-21","#NA",104396,"0202305081","10"
295,104398,"0202305081","30","For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","2017-09-21","#NA",104397,"0202305081","20"
296,104399,"0202305081","80","Of bison","2017-09-21","#NA",104398,"0202305081","30"
297,104402,"0202305082","80","Other","2017-09-21","#NA",104398,"0202305081","30"
298,104405,"0202305083","10","For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","2017-09-21","#NA",104397,"0202305081","20"
299,104400,"0202305083","80","Of bison","2017-09-21","#NA",104405,"0202305083","10"
300,104403,"0202305084","80","Other","2017-09-21","#NA",104405,"0202305083","10"
301,104411,"0202305085","10","Other","2017-09-21","#NA",104397,"0202305081","20"
302,104412,"0202305085","80","Of bison","2017-09-21","#NA",104411,"0202305085","10"
303,104413,"0202305086","80","Other","2017-09-21","#NA",104411,"0202305085","10"
304,104406,"0202305087","10","Other","2017-09-21","#NA",104396,"0202305081","10"
305,104401,"0202305087","80","Of bison","2017-09-21","#NA",104406,"0202305087","10"
306,104404,"0202305088","80","Other","2017-09-21","#NA",104406,"0202305087","10"
307,27915,"0202309000","80","Other","1972-01-01","#NA",27904,"0202300000","80"
308,104419,"0202309011","10","High quality","2017-09-21","#NA",27915,"0202309000","80"
309,104414,"0202309011","80","Of bison","2017-09-21","#NA",104419,"0202309011","10"
310,104421,"0202309015","80","Other","2017-09-21","#NA",104419,"0202309011","10"
311,104422,"0202309041","10","Other","2017-09-21","#NA",27915,"0202309000","80"
312,104429,"0202309041","20","Buffalo meat","2017-09-21","#NA",104422,"0202309041","10"
313,104428,"0202309041","30","Intended for processing","2017-09-21","#NA",104429,"0202309041","20"
314,104430,"0202309041","40","For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","2017-09-21","#NA",104428,"0202309041","30"
315,104415,"0202309041","80","Of bison","2017-09-21","#NA",104430,"0202309041","40"
316,104423,"0202309042","80","Other","2017-09-21","#NA",104430,"0202309041","40"
317,104431,"0202309043","10","For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","2017-09-21","#NA",104428,"0202309041","30"
318,104416,"0202309043","80","Of bison","2017-09-21","#NA",104431,"0202309043","10"
319,104424,"0202309044","80","Other","2017-09-21","#NA",104431,"0202309043","10"
320,104425,"0202309045","10","Other","2017-09-21","#NA",104428,"0202309041","30"
321,104417,"0202309045","80","Of bison","2017-09-21","#NA",104425,"0202309045","10"
322,104426,"0202309046","80","Other","2017-09-21","#NA",104425,"0202309045","10"
323,104432,"0202309047","10","Other","2017-09-21","#NA",104429,"0202309041","20"
324,104418,"0202309047","80","Of bison","2017-09-21","#NA",104432,"0202309047","10"
325,104427,"0202309048","80","Other","2017-09-21","#NA",104432,"0202309047","10"
326,63714,"0202309070","10","Other","1996-07-01","#NA",104422,"0202309041","10"
327,63715,"0202309070","20","Intended for processing","1996-07-01","#NA",63714,"0202309070","10"
328,63722,"0202309070","80","For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)","1996-07-01","#NA",63715,"0202309070","20"
329,63726,"0202309075","80","For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)","1996-07-01","#NA",63715,"0202309070","20"
330,63716,"0202309080","80","Other","1996-07-01","#NA",63715,"0202309070","20"
331,63717,"0202309090","80","Other","1996-07-01","#NA",63714,"0202309070","10"
332,27921,"0203000000","80","Meat of swine, fresh, chilled or frozen","1972-01-01","#NA",27809,"0200000000","80"
333,27922,"0203110000","10","Fresh or chilled","1972-01-01","#NA",27921,"0203000000","80"
334,27923,"0203110000","80","Carcases and half-carcases","1972-01-01","#NA",27922,"0203110000","10"
335,27924,"0203111000","80","Of domestic swine","1972-01-01","#NA",27923,"0203110000","80"
336,27925,"0203119000","80","Other","1972-01-01","#NA",27923,"0203110000","80"
337,27926,"0203120000","80","Hams, shoulders and cuts thereof, with bone in","1972-01-01","#NA",27922,"0203110000","10"
338,27927,"0203121100","10","Of domestic swine","1972-01-01","#NA",27926,"0203120000","80"
339,27928,"0203121100","80","Hams and cuts thereof","1972-01-01","#NA",27927,"0203121100","10"
340,27929,"0203121900","80","Shoulders and cuts thereof","1972-01-01","#NA",27927,"0203121100","10"
341,27930,"0203129000","80","Other","1972-01-01","#NA",27926,"0203120000","80"
342,27931,"0203190000","80","Other","1972-01-01","#NA",27922,"0203110000","10"
343,27932,"0203191100","10","Of domestic swine","1972-01-01","#NA",27931,"0203190000","80"
344,27933,"0203191100","80","Fore-ends and cuts thereof","1972-01-01","#NA",27932,"0203191100","10"
345,27934,"0203191300","80","Loins and cuts thereof, with bone in","1972-01-01","#NA",27932,"0203191100","10"
346,27935,"0203191500","80","Bellies (streaky) and cuts thereof","1972-01-01","#NA",27932,"0203191100","10"
347,27938,"0203195500","10","Other","1972-01-01","#NA",27932,"0203191100","10"
348,27939,"0203195500","80","Boneless","1972-01-01","#NA",27938,"0203195500","10"
349,27940,"0203195510","80","Tenderloin, presented separately","1992-03-01","#NA",27939,"0203195500","80"
350,85024,"0203195515","10","Loins and cuts thereof, excluding tenderloin presented separately","2006-07-01","#NA",27939,"0203195500","80"
351,85025,"0203195515","80","Loins","2006-07-01","#NA",85024,"0203195515","10"
352,85026,"0203195525","80","Cuts","2006-07-01","#NA",85024,"0203195515","10"
353,59043,"0203195530","80","Ham and cuts of ham","1995-07-01","#NA",27939,"0203195500","80"
354,27941,"0203195590","80","Other","1992-03-01","#NA",27939,"0203195500","80"
355,27942,"0203195900","80","Other","1972-01-01","#NA",27938,"0203195500","10"
356,27943,"0203199000","80","Other","1972-01-01","#NA",27931,"0203190000","80"
357,27944,"0203210000","10","Frozen","1972-01-01","#NA",27921,"0203000000","80"
358,27945,"0203210000","80","Carcases and half-carcases","1972-01-01","#NA",27944,"0203210000","10"
359,27946,"0203211000","80","Of domestic swine","1972-01-01","#NA",27945,"0203210000","80"
360,27947,"0203219000","80","Other","1972-01-01","#NA",27945,"0203210000","80"
361,27948,"0203220000","80","Hams, shoulders and cuts thereof, with bone in","1972-01-01","#NA",27944,"0203210000","10"
362,27949,"0203221100","10","Of domestic swine","1972-01-01","#NA",27948,"0203220000","80"
363,27950,"0203221100","80","Hams and cuts thereof","1972-01-01","#NA",27949,"0203221100","10"
364,27951,"0203221900","80","Shoulders and cuts thereof","1972-01-01","#NA",27949,"0203221100","10"
365,27952,"0203229000","80","Other","1972-01-01","#NA",27948,"0203220000","80"
366,27953,"0203290000","80","Other","1972-01-01","#NA",27944,"0203210000","10"
367,27954,"0203291100","10","Of domestic swine","1972-01-01","#NA",27953,"0203290000","80"
368,27955,"0203291100","80","Fore-ends and cuts thereof","1972-01-01","#NA",27954,"0203291100","10"
369,27956,"0203291300","80","Loins and cuts thereof, with bone in","1972-01-01","#NA",27954,"0203291100","10"
370,27957,"0203291500","80","Bellies (streaky) and cuts thereof","1972-01-01","#NA",27954,"0203291100","10"
371,27960,"0203295500","10","Other","1972-01-01","#NA",27954,"0203291100","10"
372,27961,"0203295500","80","Boneless","1972-01-01","#NA",27960,"0203295500","10"
373,85034,"0203295520","10","Loins and cuts thereof, excluding tenderloin presented separately","2006-07-01","#NA",27961,"0203295500","80"
374,85035,"0203295520","80","Loins","2006-07-01","#NA",85034,"0203295520","10"
375,85036,"0203295530","80","Cuts","2006-07-01","#NA",85034,"0203295520","10"
376,27964,"0203295591","10","Other","1992-03-01","#NA",27961,"0203295500","80"
377,27965,"0203295591","80","Tenderloin, presented separately","1992-03-01","#NA",27964,"0203295591","10"
378,59044,"0203295592","80","Ham and cuts of ham","1995-07-01","#NA",27964,"0203295591","10"
379,27966,"0203295599","80","Other","1992-03-01","#NA",27964,"0203295591","10"
380,27967,"0203295900","80","Other","1972-01-01","#NA",27960,"0203295500","10"
381,27968,"0203299000","80","Other","1972-01-01","#NA",27953,"0203290000","80"
382,27969,"0204000000","80","Meat of sheep or goats, fresh, chilled or frozen","1972-01-01","#NA",27809,"0200000000","80"
383,27970,"0204100000","80","Carcases and half-carcases of lamb, fresh or chilled","1972-01-01","#NA",27969,"0204000000","80"
384,27971,"0204100010","80","Of domestic lamb","1972-01-01","#NA",27970,"0204100000","80"
385,27972,"0204100090","80","Other","1972-01-01","#NA",27970,"0204100000","80"
386,27973,"0204210000","10","Other meat of sheep, fresh or chilled","1972-01-01","#NA",27969,"0204000000","80"
387,27974,"0204210000","80","Carcases and half-carcases","1972-01-01","#NA",27973,"0204210000","10"
388,27975,"0204210010","80","Of domestic sheep","1972-01-01","#NA",27974,"0204210000","80"
389,27976,"0204210090","80","Other","1972-01-01","#NA",27974,"0204210000","80"
390,27977,"0204220000","80","Other cuts with bone in","1972-01-01","#NA",27973,"0204210000","10"
391,27978,"0204221000","80","Short forequarters","1972-01-01","#NA",27977,"0204220000","80"
392,27979,"0204221010","80","Of domestic sheep","1972-01-01","#NA",27978,"0204221000","80"
393,27980,"0204221090","80","Other","1972-01-01","#NA",27978,"0204221000","80"
394,27981,"0204223000","80","Chines and/or best ends","1972-01-01","#NA",27977,"0204220000","80"
395,27982,"0204223010","80","Of domestic sheep","1972-01-01","#NA",27981,"0204223000","80"
396,27983,"0204223090","80","Other","1972-01-01","#NA",27981,"0204223000","80"
397,27984,"0204225000","80","Legs","1972-01-01","#NA",27977,"0204220000","80"
398,27985,"0204225010","80","Of domestic sheep","1972-01-01","#NA",27984,"0204225000","80"
399,27986,"0204225090","80","Other","1972-01-01","#NA",27984,"0204225000","80"
400,27987,"0204229000","80","Other","1972-01-01","#NA",27977,"0204220000","80"
401,27988,"0204229010","80","Of domestic sheep","1972-01-01","#NA",27987,"0204229000","80"
402,27989,"0204229090","80","Other","1972-01-01","#NA",27987,"0204229000","80"
403,27990,"0204230000","80","Boneless","1972-01-01","#NA",27973,"0204210000","10"
404,79494,"0204230011","10","Of domestic sheep","2004-01-01","#NA",27990,"0204230000","80"
405,79495,"0204230011","80","Of lamb","2004-01-01","#NA",79494,"0204230011","10"
406,79496,"0204230019","80","Other","2004-01-01","#NA",79494,"0204230011","10"
407,79499,"0204230091","10","Other","2004-01-01","#NA",27990,"0204230000","80"
408,79497,"0204230091","80","Of lamb","2004-01-01","#NA",79499,"0204230091","10"
409,79498,"0204230099","80","Other","2004-01-01","#NA",79499,"0204230091","10"
410,27993,"0204300000","80","Carcases and half-carcases of lamb, frozen","1972-01-01","#NA",27969,"0204000000","80"
411,27994,"0204300010","80","Of domestic lamb","1972-01-01","#NA",27993,"0204300000","80"
412,27995,"0204300090","80","Other","1972-01-01","#NA",27993,"0204300000","80"
413,27996,"0204410000","10","Other meat of sheep, frozen","1972-01-01","#NA",27969,"0204000000","80"
414,27997,"0204410000","80","Carcases and half-carcases","1972-01-01","#NA",27996,"0204410000","10"
415,27998,"0204410010","80","Of domestic sheep","1972-01-01","#NA",27997,"0204410000","80"
416,27999,"0204410090","80","Other","1972-01-01","#NA",27997,"0204410000","80"
417,28000,"0204420000","80","Other cuts with bone in","1972-01-01","#NA",27996,"0204410000","10"
418,28001,"0204421000","80","Short forequarters","1972-01-01","#NA",28000,"0204420000","80"
419,28002,"0204421010","80","Of domestic sheep","1972-01-01","#NA",28001,"0204421000","80"
420,28003,"0204421090","80","Other","1972-01-01","#NA",28001,"0204421000","80"
421,28004,"0204423000","80","Chines and/or best ends","1972-01-01","#NA",28000,"0204420000","80"
